name,capacity,town,population,roofed,latitude,longitude
ArtEspacio Plot Point de Madrid,60,Madrid,3416771,True,40.401947,-3.7020506
Sala García Lorca(Real Escuela Superior de Arte Dramático-RESAD) de Madrid,60,Madrid,3416771,True,40.41034485,-3.6745603283650414
Sala Maldonado 53(Fundación Progreso y Cultura) de Madrid,0,Madrid,3416771,False,40.43385115,-3.6789333970498
Sala El Mirlo Blanco(Teatro Valle-Inclán) de Madrid,68,Madrid,3416771,True,40.40904187481984,-3.701169033558231
Sala Nueve Norte de Madrid,50,Madrid,3416771,False,40.36658712344774,-3.752959475560566
Teatro del Arte TDA de Madrid,120,Madrid,3416771,False,40.40940195426299,-3.698055814744008
Teatro Victoria de Madrid,120,Madrid,3416771,True,40.4238274,-3.7059039
Teatro de la Puerta Estrecha de Madrid,80,Madrid,3416771,False,40.4063673,-3.7005093
Teatro Hespérides. Auditorio Ciudad de Guía de Santa María de Guía,358,Santa María de Guía de Gran Canaria,13948,True,28.13929551268558,-15.633390302994078
Centro Cultural Norte Universidad de Móstoles,153,Móstoles,214006,True,40.33564719668212,-3.865266922172974
Centro Cultural Medina Elvira de Atarfe,650,Atarfe,20024,True,37.222502165354825,-3.685343987038943
Teatro Imperial de Loja,248,Loja,20580,True,37.16633080318071,-4.15287921818471
Salón de Actos(Casa de Cultura) de Fuengirola,161,Fuengirola,85859,True,36.54019144694964,-4.624913228802098
Palacio de las Artes Escénicas y de la Música de Churriana de la Vega,256250,Churriana de la Vega,16445,True,37.14643610026305,-3.647489008332737
Teatro-Cinema Corrales de Aljaraque,326,Aljaraque,22259,True,37.2741736826448,-6.98909928697079
Teatro Dulce Chacón de Parla,220,Parla,134833,True,40.236247364804754,-3.7780248726337446
Casa de la Cultura(Teatro Isaac Albéniz) de Parla,240,Parla,134833,True,40.24682975647683,-3.76993622548912
Auditorio Edgar Neville(Auditorio Edgar Neville ) de Málaga,391,Málaga,591637,True,36.6887362,-4.44635152392371
Salón de Actos(Centro Cultural) de Paracuellos de Jarama,246,Paracuellos de Jarama,27000,True,40.50500073965848,-3.532944288958528
Auditorio 200(Museo Nacional Centro de Arte Reina Sofía) de Madrid,200,Madrid,3416771,True,40.4080495,-3.694421591348541
Sala Albacete(Palacio de Congresos Ciudad de Albacete) de Albacete,1040,Albacete,174137,True,39.01680432065336,-1.8726265073213728
Teatro Auditorio de Argamasilla de Alba,415,Argamasilla de Alba,6888,True,39.13368362899485,-3.093989743836457
Teatro Ramos Carrión de Zamora,590,Zamora,59506,True,41.5022739,-5.747218190052266
Auditorio(Forum Evolución) de Burgos,1371,Burgos,175895,True,42.34048797522326,-3.694581997575559
Sala de Congresos(Forum Evolución) de Burgos,492,Burgos,175895,True,42.34048797522326,-3.694581997575559
Teatro San Francisco de León,270,León,122243,True,42.59250632908927,-5.571038785909416
Espacio Escénico(Espacio Joven Vías) de León,260,León,122243,True,42.60283705,-5.574953024999999
Auditorio Municipal de Herencia,557,Herencia,8385,True,39.3704635,-3.34955715
Sala Experimental(Centro Cultural Miguel Delibes) de Valladolid,450,Valladolid,300618,True,41.6446554,-4.7561765
Sala 1 Fronteriza(Teatros Luchana) de Madrid,118,Madrid,3416771,True,40.43001042763049,-3.70073072346936
Sala 2 Principal(Teatros Luchana) de Madrid,290,Madrid,3416771,True,40.43001042763049,-3.70073072346936
Sala 3 Vertical(Teatros Luchana) de Madrid,110,Madrid,3416771,True,40.43001042763049,-3.70073072346936
Sala 4 Horizontal(Teatros Luchana) de Madrid,119,Madrid,3416771,True,40.43001042763049,-3.70073072346936
Sala Manuel García(Teatro de la Maestranza) de Sevilla,225,Sevilla,687488,False,37.3840732,-5.996668806707386
Teatro Municipal Marcelo Grande de Tomelloso,695,Tomelloso,36304,True,39.16281733641713,-3.017470645375116
Sala Principal(Cartuja Center Cite) de Sevilla,2047,Sevilla,687488,True,37.40962721695461,-6.005995210007297
Sala 2(Cartuja Center Cite) de Sevilla,273,Sevilla,687488,False,37.40962721695461,-6.005995210007297
Sala Gayarre(Teatro Real) de Madrid,190,Madrid,3416771,True,40.41815215,-3.709463045445115
Sala 2(Porta 4  L’Autèntica) de Barcelona,0,Barcelona,1702547,False,41.40887967470179,2.1591050364964657
Sala 3(Porta 4  L’Autèntica) de Barcelona,0,Barcelona,1702547,False,41.40887967470179,2.1591050364964657
Teatro Carolina de Valencia,215,València,825948,True,39.469159,-0.3524994
Teatro Circo de Albacete,936,Albacete,174137,True,38.995719170022085,-1.8541413348101652
Paraninfo Universitario(Pabellón de Gobierno de la Universidad) de Albacete,715,Albacete,174137,True,38.97765716940764,-1.854629093319649
Teatro de la Paz de Albacete,704,Albacete,174137,True,39.0047159230487,-1.862493330256097
Sala Negra(Auditorio y Palacio de Congresos Infanta Elena) de Águilas,705,Águilas,36862,True,37.407377977905774,-1.5791282337538517
Sala Roja(Auditorio y Palacio de Congresos Infanta Elena) de Águilas,300,Águilas,36862,True,37.407377977905774,-1.5791282337538517
Berango Antzokia de Berango,212,Berango,7454,True,43.35608150554612,-2.995023606213598
Auditorio Nelson Mandela(Casa de la Cultura) de Sonseca,740,Sonseca,11205,False,39.67571694062714,-3.967783246038251
Teatro de Príncipe Pío de Madrid,0,Madrid,3416771,True,40.42038707485973,-3.7160488192136847
Sala Gran(L´Artesà) de El Prat de Llobregat,611,el Prat de Llobregat,66184,True,41.32990510919127,2.094839633502757
Sala Petita(L´Artesà) de El Prat de Llobregat,141,el Prat de Llobregat,66184,True,41.32990510919127,2.094839633502757
Espai L´Amistat de Premià de Mar,299,Premià de Mar,28767,True,41.48986875101297,2.3582851360659536
Casino La Alianza del Poblenou de Barcelona,802,Barcelona,1702547,True,41.40195176869288,2.1999626405953454
Teatro municipal (Teatro Municipal) de Coslada,740,Coslada,80760,True,40.4264916,-3.551890324876501
Centro Cultural Pilar Miró de Madrid,200,Madrid,3416771,True,40.37975974807895,-3.61205632840618
La Fornal de Manacor,50,Manacor,47777,True,39.570795,3.2175257
Norte a la Izquierda de Valladolid,160,Valladolid,300618,True,41.66572198117967,-4.730997606219794
Teatro Duque de Rivas. ESAD de Córdoba,339,Córdoba,322811,True,37.88151443615963,-4.780229434774982
