name,town,capacity,roofed,latitude,longitude,url
Sala Trajano de Mérida,Mérida,300,True,38.920957,-6.3474187,https://www.proyectomire.org/web/datosrecinto.php?id=186
Teatro Alcázar(Palacio de los Recreos) de Madrid,Madrid,759,True,40.41762175,-3.6989692917634684,https://www.proyectomire.org/web/datosrecinto.php?id=188
Teatro Municipal(Centro Sociocultural) de Valdemoro,Valdemoro,426,True,40.19222655,-3.6766015847497844,https://www.proyectomire.org/web/datosrecinto.php?id=189
Sala García Lorca(Palacio de Exposiciones y Congresos) de Granada,Granada,1999,True,37.16477937694751,-3.600357231174426,https://www.proyectomire.org/web/datosrecinto.php?id=190
Foro Iberoamericano de La Rábida de Palos de la Frontera,Palos de la Frontera,3831,False,37.2132486,-6.9149121,https://www.proyectomire.org/web/datosrecinto.php?id=192
Teatre Fortuny de Reus,Reus,807,True,41.1562605,1.1065328,https://www.proyectomire.org/web/datosrecinto.php?id=193
Teatre Auditori Felip Pedrell de Tortosa,,670,True,,,https://www.proyectomire.org/web/datosrecinto.php?id=194
Sala Sinfónica(Auditori Municipal Enric Granados) de Lérida/Lleida,Lleida,803,True,41.6207223,0.6281857518453433,https://www.proyectomire.org/web/datosrecinto.php?id=195
Teatro Galileo(Centro Cultural Galileo) de Madrid,Madrid,210,True,40.4343169,-3.71840965,https://www.proyectomire.org/web/datosrecinto.php?id=196
Teatro de Móstoles(Centro Cultural Villa de Móstoles) de Móstoles,,558,True,,,https://www.proyectomire.org/web/datosrecinto.php?id=197
Auditorio(Centro Cultural Antonio Machado) de Madrid,Madrid,458,True,40.42138024115288,-3.620707228353853,https://www.proyectomire.org/web/datosrecinto.php?id=198
Auditorio Municipal(Auditorio Municipal Pedro Almodóvar) de Puertollano,,1118,True,,,https://www.proyectomire.org/web/datosrecinto.php?id=199
Teatro Auditorio Francisco Nieva de Valdepeñas,,767,True,,,https://www.proyectomire.org/web/datosrecinto.php?id=200
Teatro Cervantes de Campo de Criptana,Campo de Criptana,428,True,39.40591608788138,-3.125136135816878,https://www.proyectomire.org/web/datosrecinto.php?id=201
Salón de Actos(Casa de Cultura) de Madridejos,Madridejos,441,True,39.46673457563225,-3.5321707883213573,https://www.proyectomire.org/web/datosrecinto.php?id=202
Teatro Victoria de Hellín,,618,True,,,https://www.proyectomire.org/web/datosrecinto.php?id=203
Teatro Principal Antzokia de Vitoria/Gasteiz,Vitoria-Gasteiz,984,True,42.84411115,-2.6706742403963424,https://www.proyectomire.org/web/datosrecinto.php?id=204
San Agustín Kultur Gunea de Durango,Durango,304,True,43.1654083369355,-2.632822293924753,https://www.proyectomire.org/web/datosrecinto.php?id=205
Centro Cultural Amaia(Amaia Kultur Zentroa) de Irún,,600,True,,,https://www.proyectomire.org/web/datosrecinto.php?id=206
Auditorio(Casa de Cultura) de Pilas,Pilas,600,False,37.302984163827304,-6.297562223821075,https://www.proyectomire.org/web/datosrecinto.php?id=207
Gran Teatro de Huelva,Huelva,601,True,37.25622514098317,-6.951485656915619,https://www.proyectomire.org/web/datosrecinto.php?id=208
Teatro Victoria de Priego de Córdoba,Priego de Córdoba,508,True,37.437990878719646,-4.195336339331233,https://www.proyectomire.org/web/datosrecinto.php?id=209
Centro Cultural Infanta Elena de Alcantarilla,,390,True,,,https://www.proyectomire.org/web/datosrecinto.php?id=210
